レセプト電算処理システムコード,薬価基準収載医薬品コード,レセプト電算処理システム医薬品名
640411028,3999419A2036,テイロック注　１０ｍｇ４ｍＬ
640411029,2171406D3024,シグマート注４８ｍｇ
640411030,6139500G1020,スルペラゾン静注用１ｇ　（生理食塩液１００ｍＬ付）
640411031,6250401G1029,点滴静注用アシクリルキット　２５０ｍｇ（生理食塩液１００ｍＬ付）
640411032,6250401G2025,点滴静注用アシクリルキット　２５０ｍｇ（生理食塩液２００ｍＬ付）
640411033,6135400G1022,ホスミシンＳキット２ｇ　（注射用水１００ｍＬ付）
640412000,3922400D1044,アギフトールＳ１００ｍｇ
640412001,3922400D3080,アギフトールＳ２００ｍｇ
640412002,6250401F1015,アシクロビル注「科薬」　２５０ｍｇ
640412003,7223401A1040,アルヒルト注射液　０．５ｍｇ
640412004,2139401A2110,アンフラマイド注　２０ｍｇ
640412007,3319538A9020,エスロン　３００ｍＬ
640412008,3319550A6048,エスロンＢ注　２００ｍＬ
640412009,2171405D1035,塩酸ジルチアゼム注射用１０「イセイ」　１０ｍｇ
640412009,2171405D1043,塩酸ジルチアゼム注射用１０「イセイ」　１０ｍｇ
640412010,2171405D2031,塩酸ジルチアゼム注射用５０「イセイ」　５０ｍｇ
640412010,2171405D2058,塩酸ジルチアゼム注射用５０「イセイ」　５０ｍｇ
640412011,7219412A2050,オバニロン３００　（６１．２４％５０ｍＬ）
640412012,7219412A3056,オバニロン３００　（６１．２４％１００ｍＬ）
640412013,7219412A5059,オバニロン３７０　（７５．５２％５０ｍＬ）
640412014,7219412A6055,オバニロン３７０　（７５．５２％１００ｍＬ）
640412015,3319542A3028,クリニザルツＢ　２００ｍＬ
640412017,6132410D2067,サフラヒット注射用　１ｇ
640412018,1149501A1092,ザルチロン注　１０ｍＬ
640412022,1149502A1038,ジブカルソー注　２ｍＬ
640412023,1149503A1032,ジブカルソー注　５ｍＬ
640412024,3262400A1150,セーニン注　１ｍＬ
640412025,3262400A2149,セーニン注　２ｍＬ
640412026,6393405X1011,確認診断用精製ツベルクリン（ＰＰＤ）１人用　２．５μｇ溶解液付
640412027,6132400G1047,セフォチアロンキット　１ｇ（生理食塩液１００ｍＬ付）
640412028,6132400F2099,セフォチアロン静注用　５００ｍｇ
640412029,6132400F3109,セフォチアロン静注用　１ｇ
640412029,6132400F3176,セフォチアロン静注用　１ｇ
640412030,6132408G1035,セプラメタシンキット　１ｇ（生理食塩液１００ｍＬ付）
640412031,6132408G2031,セプラメタシンキット　２ｇ（生理食塩液１００ｍＬ付）
640412032,4300418D1030,セレブロテックキット
640412033,3319551A7022,ソリューゲンＧ注　３００ｍＬ
640412034,1149502A1046,タイオゼット注　２ｍＬ
640412034,1149502A1097,タイオゼット注　２ｍＬ
640412035,1149503A1040,タイオゼット注　５ｍＬ
640412035,1149503A1091,タイオゼット注　５ｍＬ
640412045,3319536A4029,低分子デキストランＬ注　２５０ｍＬ
640412046,6250401F1015,点滴静注用アシクリル　２５０ｍｇ
640412046,6250401F1090,点滴静注用アシクリル　２５０ｍｇ
640412047,2456402C3020,デポ・メルコート２０ｍｇ　１ｍＬ
640412048,1149601A2046,ナブトピン注　３ｍＬ
640412049,2171404A7024,ニトソルビド注０．０５％　１０ｍＬ
640412050,2171404A5048,ニトソルビド注０．１％　５０ｍＬ
640412051,2171404A6044,ニトソルビド注０．１％　１００ｍＬ
640412052,1149501A1106,ハウゼマイム注　１０ｍＬ
640412053,3319535H1023,ハルトマンＳ注「小林」　３００ｍＬ
640412055,6132400G1063,パセトクール静注用　１ｇ（生理食塩液１００ｍＬ付）
640412056,6132400G2035,パセトクール静注用　１ｇ（５％ブドウ糖注射液１００ｍＬ付）
640412058,7223401A1066,ヒシダリン注０．５ｍｇ
640412058,7223401A1015,ヒシダリン注０．５ｍｇ
640412059,7223401A3050,ヒシダリン注２ｍｇ　１ｍＬ
640412060,7219412A3064,ヒシドール注３００　（６１．２４％１００ｍＬ）
640412061,7219412A6063,ヒシドール注３７０　（７５．５２％１００ｍＬ）
640412062,6131403G9036,ピシリアントキット　２ｇ（生理食塩液１００ｍＬ付）
640412063,6131403G8030,ピシリアントキット　１ｇ（生理食塩液１００ｍＬ付）
640412064,6131403D1128,ピシリアント注射用　１ｇ
640412064,6131403D1187,ピシリアント注射用　１ｇ
640412065,6131403D2124,ピシリアント注射用　２ｇ
640412065,6131403D2183,ピシリアント注射用　２ｇ
640412066,1242401A1242,ブチスコ注　２％１ｍＬ
640412067,3231401J1019,テルモ糖注　５％１００ｍＬ
640412068,3231401J2015,小林糖液　５％３００ｍＬ
640412069,3231401J3011,テルモ糖注　５０％２００ｍＬ
640412070,3231401J4018,テルモ糖注　５０％５００ｍＬ
640412071,3231401J5014,テルモ糖注　７０％３５０ｍＬ
640412071,3231401J5022,テルモ糖注７０　７０％３５０ｍＬ
640412074,3420412A8027,ペリトリック１３５　（２．５Ｌ）（排液用バッグ付）
640412075,3420412A9023,ペリトリック１３５　（３Ｌ）
640412076,3420412H1020,ペリトリック１３５　（５Ｌ）
640412077,3420413A8021,ペリトリック２５０　（２．５Ｌ）（排液用バッグ付）
640412078,3420413A9028,ペリトリック２５０　（３Ｌ）
640412079,3420413H1025,ペリトリック２５０　（５Ｌ）
640412080,2492413H5025,ペンフィル１０Ｒ注　３００単位
640412081,2492413H6021,ペンフィル２０Ｒ注　３００単位
640412082,2492413H7028,ペンフィル３０Ｒ注　３００単位
640412083,2492413H8024,ペンフィル４０Ｒ注　３００単位
640412084,2492413H9020,ペンフィル５０Ｒ注　３００単位
640412085,2492413H4029,ペンフィルＮ注　３００単位
640412086,7223401A1082,ボグニン注０．５ｍｇ
640412086,7223401A1015,ボグニン注０．５ｍｇ
640412087,7290405G1027,マグネビストシリンジ　３７．１４％５ｍＬ
640412088,7219412G2028,モイオパミン３００シリンジ　６１．２４％５０ｍＬ
640412089,7219412G3024,モイオパミン３００シリンジ　６１．２４％１００ｍＬ
640412090,7219412G4020,モイオパミン３７０シリンジ　７５．５２％５０ｍＬ
640412091,7219412G5027,モイオパミン３７０シリンジ　７５．５２％１００ｍＬ
640412092,3999415A2070,リポアラン注（静脈用）　０．５％５ｍＬ
640412092,3999415A2089,リポアラン注（静脈用）　０．５％５ｍＬ
640412093,3410525D1028,リンパック　３袋
640412099,3954402D2027,トロンボリーゼ注　９０００単位
640412100,3999420A1024,ビスフォナール注射液１０ｍｇ　５ｍＬ
640412101,7290409A1022,フェリデックス　５６ｍｇ５ｍＬ
640412102,3232400A8016,テルモ果糖注　５％２００ｍＬ
640412103,3232400A9012,テルモ果糖注　５％５００ｍＬ
640412104,3311401H3012,生食液「小林」　５０ｍＬ
640412105,3311401H4019,テルモ生食　１００ｍＬ
640412106,3311401H5015,カーミパック生理食塩液　２００ｍＬ
640412107,3311401H6011,テルモ生食　２５０ｍＬ
640412107,3311401H6038,大塚生食注　２５０ｍＬ
640412107,3311401H6046,生理食塩液「ヒシヤマ」　２５０ｍＬ
640412109,3311402G6037,テルモ生食ＴＫ　１００ｍＬ
640412110,3231400G6035,テルモ糖注ＴＫ　５％１００ｍＬ
640412111,3231401J6010,グルノンーＦＣ　５％２５０ｍＬ
640412111,3231401J6053,テルモ糖注　５％２５０ｍＬ
640412111,3231401Q3010,ブドウ糖注５％「ＮＰ」　２５０ｍＬ
640412111,3231401J6029,大塚糖液５％　２５０ｍＬ
640412112,3231401J7017,大塚糖液　１０％２０ｍＬ
640412113,4240406A1023,タキソール注　３０ｍｇ５ｍＬ
640412113,4240406A1031,タキソール注　３０ｍｇ５ｍＬ
640412114,6113400G1025,塩酸バンコマイシン点滴静注用０．５ｇ　（生理食塩液１００ｍＬ付）
640412127,6139501G1024,チエナム点滴用　５００ｍｇ（生理食塩液１００ｍＬ付）
640412128,3239527A1028,ハイカリックＲＦ　２５０ｍＬ
640412129,3239527A2024,ハイカリックＲＦ　５００ｍＬ
640412130,3239527A3020,ハイカリックＲＦ　１Ｌ
640412131,3420426A1024,ペリセート３６０ＬＣａ　５００ｍＬ
640412132,3420426A2020,ペリセート３６０ＬＣａ　１Ｌ
640412133,3420426A3027,ペリセート３６０ＬＣａ　１Ｌ（排液用バッグ付）
640412134,3420426A4023,ペリセート３６０ＬＣａ　１．５Ｌ
640412135,3420426A5020,ペリセート３６０ＬＣａ　１．５Ｌ（排液用バッグ付）
640412136,3420426A6026,ペリセート３６０ＬＣａ　２Ｌ
640412137,3420426A7022,ペリセート３６０ＬＣａ　２Ｌ（排液用バッグ付）
640412138,3420426A8029,ペリセート３６０ＬＣａ　３Ｌ
640412139,3420426A9025,ペリセート３６０ＬＣａ　５Ｌ
640412140,3420427A1029,ペリセート４００ＬＣａ　５００ｍＬ
640412141,3420427A2025,ペリセート４００ＬＣａ　１Ｌ
640412142,3420427A3021,ペリセート４００ＬＣａ　１Ｌ（排液用バッグ付）
640412143,3420427A4028,ペリセート４００ＬＣａ　１．５Ｌ
640412144,3420427A5024,ペリセート４００ＬＣａ　１．５Ｌ（排液用バッグ付）
640412145,3420427A6020,ペリセート４００ＬＣａ　２Ｌ
640412146,3420427A7027,ペリセート４００ＬＣａ　２Ｌ（排液用バッグ付）
640412147,3420427A8023,ペリセート４００ＬＣａ　３Ｌ
640412148,3420427A9020,ペリセート４００ＬＣａ　５Ｌ
640412149,3420428A1023,ペリセート４６０ＬＣａ　１．５Ｌ
640412150,3420428A2020,ペリセート４６０ＬＣａ　１．５Ｌ（排液用バッグ付）
640412151,3420428A3026,ペリセート４６０ＬＣａ　２Ｌ
640412152,3420428A4022,ペリセート４６０ＬＣａ　２Ｌ（排液用バッグ付）
640412153,3420429A1028,ペリトリックＬ１３５　１Ｌ
640412154,3420429A2024,ペリトリックＬ１３５　１Ｌ（排液用バッグ付）
640412155,3420429A3020,ペリトリックＬ１３５　１．５Ｌ
640412156,3420429A4027,ペリトリックＬ１３５　１．５Ｌ（排液用バッグ付）
640412157,3420429A5023,ペリトリックＬ１３５　２Ｌ
640412158,3420429A6020,ペリトリックＬ１３５　２Ｌ（排液用バッグ付）
640412159,3420429A7026,ペリトリックＬ１３５　２．５Ｌ（排液用バッグ付）
640412160,3420430A1020,ペリトリックＬ２５０　１Ｌ
640412161,3420430A2027,ペリトリックＬ２５０　１Ｌ（排液用バッグ付）
640412162,3420430A3023,ペリトリックＬ２５０　１．５Ｌ
640412163,3420430A4020,ペリトリックＬ２５０　１．５Ｌ（排液用バッグ付）
640412164,3420430A5026,ペリトリックＬ２５０　２Ｌ
640412165,3420430A6022,ペリトリックＬ２５０　２Ｌ（排液用バッグ付）
640412166,3420430A7029,ペリトリックＬ２５０　２．５Ｌ（排液用バッグ付）
640412167,3420431A1025,ペリトリックＬ４００　１Ｌ
640412168,3420431A2021,ペリトリックＬ４００　１Ｌ（排液用バッグ付）
640412169,3420431A3028,ペリトリックＬ４００　１．５Ｌ
640412170,3420431A4024,ペリトリックＬ４００　１．５Ｌ（排液用バッグ付）
640412171,3420431A5020,ペリトリックＬ４００　２Ｌ
640412172,3420431A6027,ペリトリックＬ４００　２Ｌ（排液用バッグ付）
640412173,6343433A1019,テタノブリンーＩＨ　２５０国際単位
640412174,6343433A2015,テタノブリンーＩＨ　１，５００国際単位
640412175,4300446G3023,マイオビュー注シリンジ　７４０ＭＢｑ
640412176,3959406D1025,セレザイム注２００Ｕ　２００単位
640421000,1233400A2016,メチル硫酸ネオスチグミン注「コバヤシ」　０．０５％１ｍＬ
640421002,3231401H1017,２０％ブドウ糖注「日医工」　２０ｍＬ
640421003,3231401H1017,ブドウ糖注射液Ｔ２０％　２０ｍＬ
640421004,3231401J3011,テルモ糖注　５０％２００ｍＬ
640421005,3231401J4018,テルモ糖注　５０％５００ｍＬ
640421006,3231401J5014,テルモ糖注　７０％３５０ｍＬ
640421006,3231401J5022,テルモ糖注７０　７０％３５０ｍＬ
640421007,3311401A2018,生食液ＮＳ　２０ｍＬ
640421008,3311401A7010,大塚生食注　５００ｍＬ
640421008,3311401A7028,大塚生食注　５００ｍＬ
640421009,3311401A9012,大塚生食注　５００ｍＬ
640421009,3311401A9020,大塚生食注　５００ｍＬ
640421010,3311401A8016,大塚生食注　１Ｌ
640421011,3311401H1010,大塚生食注　１Ｌ
640421011,3311401H1028,大塚生食注　１Ｌ
640421012,3929400A3017,重ソー注「トーワ」　７％２０ｍＬ
640421013,3929400A3017,プレビネート注７％　２０ｍＬ
640421015,6313402A2010,ビケンーＨＢ　０．５ｍＬ
640421016,6322400X1017,沈降破傷風トキソイド“化血研””””””””　１０ｍＬ
640421017,6331412X1019,乾燥まむしウマ抗毒素「タケダ」　各６，０００単位入（溶解液付）
640421019,6343424D2012,アンスロビンＰ　５００単位（溶解液付）
640421019,6343424D2020,アンスロビンＰ　５００単位（溶解液付）
640421020,6343424D2012,献血ノンスロン　５００単位（溶解液付）
640421021,6393405X1011,確認診断用精製ツベルクリン（ＰＰＤ）１人用　２．５μｇ溶解液付
640421022,6399415F1021,オーガンマ　１００万国際単位（溶解液付）
640421023,7131400A5012,大塚蒸留水　５００ｍＬ
640421023,7131400A5020,大塚蒸留水　５００ｍＬ
640421024,7131400A6019,大塚蒸留水　１Ｌ
640421024,7131400A6027,大塚蒸留水　１Ｌ
640421025,8114401A1015,アンペック注　１％１ｍＬ
640421026,8114401A1015,塩酸モルヒネ注射液「シオノギ」１０ｍｇ　１％１ｍＬ
640421027,6399404A5021,スミフェロンＤＳ　３００万国際単位
640421028,6399404A6028,スミフェロンＤＳ　６００万国際単位
640421029,3231401J1019,小林糖液　５％１００ｍＬ
640421030,3231401J2015,小林糖液　５％３００ｍＬ
640421032,2133400D1015,ナルマイロン注　１００ｍｇ
640421040,6343428A3045,献血ヴェノグロブリンーＩＨヨシトミ　１ｇ２０ｍＬ
640421041,6343428A1042,献血ヴェノグロブリンーＩＨヨシトミ　５００ｍｇ１０ｍＬ
640421042,6343428A2049,献血ヴェノグロブリンーＩＨヨシトミ　２．５ｇ５０ｍＬ
640421043,2149401A1021,ニトプロ注　６ｍｇ２ｍＬ
640421044,2149401A2028,ニトプロ注　３０ｍｇ１０ｍＬ
640421045,3959407D1020,クリアクター注　４０万国際単位
640421046,3959407D2026,クリアクター注　８０万国際単位
640421047,3959407D3022,クリアクター注　１６０万国際単位
640421048,3410520D1025,キンダリー２Ｄ号　３袋
640421049,3410523D1029,キンダリー３Ｄ号　３袋
640421052,6342411X1026,照射濃厚血小板「日赤」　１単位約２０ｍＬ
640421053,6342411X2022,照射濃厚血小板「日赤」　２単位約４０ｍＬ
640421054,6342411X3029,照射濃厚血小板「日赤」　５単位約１００ｍＬ
640421055,6342411X4025,照射濃厚血小板「日赤」　１０単位約２００ｍＬ
640421056,6342411X5021,照射濃厚血小板「日赤」　１５単位約２５０ｍＬ
640421057,6342411X6028,照射濃厚血小板「日赤」　２０単位約２５０ｍＬ
640421058,6342412X1020,照射濃厚血小板ＨＬＡ「日赤」　１０単位約２００ｍＬ
640421059,6342412X2027,照射濃厚血小板ＨＬＡ「日赤」　１５単位約２５０ｍＬ
640421060,6342412X3023,照射濃厚血小板ＨＬＡ「日赤」　２０単位約２５０ｍＬ
640421063,3399407D4021,ノイアップ注　２５μｇ（溶解液付）
640421064,2119408G1027,ミルリーラＫ注射液２２．５ｍｇ　１５０ｍＬ
640421065,6119401D1027,注射用タゴシッド　２００ｍｇ
640421066,6132427D1023,ウィンセフ点滴用０．５ｇ
640421067,6132427D2020,ウィンセフ点滴用１ｇ
640421068,2119409D1025,アデール注　５ｍｇ
640421069,2119409D2021,アデール注　１０ｍｇ
640421070,2129406A1021,タンボコール注５０ｍｇ　５ｍＬ
640421072,6343410X5130,アルブミン２５％「バクスター」　５０ｍＬ
640421073,6342413X1025,照射解凍赤血球濃厚液「日赤」　血液２００ｍＬに由来する赤血球
640421074,6342413X2021,照射解凍赤血球濃厚液「日赤」　血液４００ｍＬに由来する赤血球
640421081,3410529D1026,ハイソルブーＦ　３袋
640421082,3410528D1021,ハイソルブーＤ　３袋
640421083,3319560A1023,フィジオ３５　２５０ｍＬ
640421084,3319560A2020,フィジオ３５　５００ｍＬ
640421085,2499405G1020,スプレキュアＭＰ　１．８ｍｇ
640421086,3959408D1024,ソリナーゼ注射用　２６０万国際単位
640421087,3959408D2020,ソリナーゼ注射用　５２０万国際単位
640421088,6119400A3029,ハベカシン注射液　２５ｍｇ０．５ｍＬ
640421089,2119402G6080,ドパミン液２００「トーワ」　０．１％２００ｍＬ
640421090,2119402G7087,ドパミン液６００「トーワ」　０．３％２００ｍＬ
640422000,6250401G1037,アクチオスキット　２５０ｍｇ（生理食塩液１００ｍＬ付）
640422001,6250401G1045,アクチダスキット　２５０ｍｇ（生理食塩液１００ｍＬ付）
640422002,6250401F1015,アクチダス点滴静注用　２５０ｍｇ
640422002,6250401F1104,アクチダス点滴静注用　２５０ｍｇ
640422002,6250401F1163,アクチダス点滴静注用　２５０ｍｇ
640422003,3319551A7030,アセテートＤ注　３００ｍＬ
640422004,3319551A4040,アセテートＤ注　５００ｍＬ
640422005,2190403D7013,注射用塩酸メクロフェノキサート「ナカノ」２５０ｍｇ
640422006,1214402H3014,カルボカインアンプル注２％
640422007,1214402A5019,カルボカインアンプル注０．５％　５ｍＬ
640422008,1214402A6015,カルボカインアンプル注０．５％　１０ｍＬ
640422010,1214402A8018,カルボカインアンプル注１％　２ｍＬ
640422011,1214402A9014,カルボカインアンプル注１％　５ｍＬ
640422014,1214402H4010,カルボカインアンプル注２％　５ｍＬ
640422015,1214402H5017,カルボカインアンプル注２％　１０ｍＬ
640422017,1214402H1011,カルボカインアンプル注１％　１０ｍＬ
640422018,7219415G4024,オムニパーク３００シリンジ　６４．７１％８０ｍＬ
640422019,7219415G5020,オムニパーク３５０シリンジ　７５．４９％１００ｍＬ
640422020,7223401A1090,オリストン注０．５ｍｇ
640422021,7223401A3077,オリストン注２ｍｇ　１ｍＬ
640422028,3410520A5024,キンダリー液ＡＦー２号　６Ｌ（炭酸水素ナトリウム液付）
640422029,3410523A4021,キンダリー液ＡＦー３号　６Ｌ（炭酸水素ナトリウム液付）
640422030,2171405D4026,クラルート注　１０ｍｇ
640422031,2171405D3038,クラルート注　２５０ｍｇ
640422032,2171405D5022,クラルート注　５０ｍｇ
640422033,3919502A1287,グリベルチン注　２０ｍＬ
640422033,3919502A1333,グリベルチン注　２０ｍＬ
640422034,2190501A1085,グリポーゼ注　２００ｍＬ
640422035,2190501A2081,グリポーゼ注　３００ｍＬ
640422036,3410518A3024,サブラッドーＡ　２Ｌ
640422037,3410524A3020,サブラッドーＢ　（２Ｌ）１袋１瓶
640422038,3319400A2038,サリンヘス　６％５００ｍＬ
640422039,3319536A4037,１０％　デキストラン４０Ｌｏｗ注　２５０ｍＬ
640422040,3319536A3030,１０％　デキストラン４０Ｌｏｗ注　５００ｍＬ
640422041,3319506A3021,ソルデム３ＰＧ　２００ｍＬ
640422042,3319506A2033,ソルデム３ＰＧ　５００ｍＬ
640422045,2454405A3037,デキサート注射液　３．３ｍｇ
640422046,2454405A1042,デキサート注射液　１．６５ｍｇ
640422047,2454405A4041,デキサート注射液　３．３ｍｇ
640422048,4300410A3022,テクネＭＤＰ注射液　５５５ＭＢｑ
640422049,4300410A2026,テクネＭＤＰ注射液　３７０ＭＢｑ
640422050,4300410A4029,テクネＭＤＰ注射液　９２５ＭＢｑ
640422051,6119400A2030,デコンタシン注射液　１００ｍｇ２ｍＬ
640422051,6119400A2057,デコンタシン注射液　１００ｍｇ２ｍＬ
640422052,6119400A1034,デコンタシン注射液　７５ｍｇ１．５ｍＬ
640422053,6250401G3021,点滴静注用トミールキット　２５０ｍｇ
640422054,2119404G2033,ドプタミンＫ注射液６００ｍｇ　０．３％２００ｍＬ
640422055,1149503A1059,トリガイン注　５ｍＬ
640422056,1149502A1054,トリガイン注　２ｍＬ
640422057,2149400A1035,ニカルピン注　２ｍｇ２ｍＬ
640422058,2149400A2031,ニカルピン注　１０ｍｇ１０ｍＬ
640422059,2492413G8029,ノボレットＲ注　３００単位
640422060,7219412G3032,バイステージ注３００　６１．２４％１００ｍＬ
640422066,3179504A1183,ビタルファ注射液　１０ｍＬ
640422067,2492413G5038,ヒューマカート３／７注　３００単位
640422068,2492413G8037,ヒューマカートＲ注　３００単位
640422069,2492413G1032,ヒューマカートＮ注　３００単位
640422070,6119400A2049,ブルバトシン注射液　１００ｍｇ２ｍＬ
640422070,6119400A2065,ブルバトシン注射液　１００ｍｇ２ｍＬ
640422072,3319547A3020,ヘスパンダー　３００ｍＬ
640422073,3319547A4027,ヘスパンダー　５００ｍＬ
640422074,2492403H4033,ペンフィルＲ注　３００単位
640422075,2531401A1096,マレイン酸メチルエルゴメトリン注「イセイ」　０．０２％１ｍＬ
640422076,3999405A2034,ユーティニン注射液　５０，０００単位１ｍＬ
640422077,3999405A3030,ユーティニン注射液　１００，０００単位２ｍＬ
640422078,3999405A2042,ラインクルト注　５０，０００単位１ｍＬ
640422079,3999405A3049,ラインクルト注　１００，０００単位２ｍＬ
640431001,3121400A2019,ロンベリン注射液１０ｍｇ
640431002,3121400A3015,ロンベリン注射液２０ｍｇ
640431004,3136402A3017,ビタミンＢ１２注射液「ヒシヤマ」　１ｍｇ
640431006,3231401A6010,グルノン５％ーＰＬ　５００ｍＬ
640431006,3231401A6134,グルノン５％－ＰＬ　５００ｍＬ
640431007,3231401A7017,グルノン５％ーＰＬ　１Ｌ
640431008,3231401H1017,２０％ブドウ糖注射液ＳＮ　２０ｍＬ
640431009,3311401A7010,フィシザルツーＰＬ　５００ｍＬ
640431010,3311401A8016,フィシザルツーＰＬ　１Ｌ
640431011,3319539A1015,リンゲル液「オーツカ」　５００ｍＬ
640431015,6343406X6016,コンコエイトーＨＴ　５００単位（溶解液付）
640431016,8114401A2011,塩酸モルヒネ注射液タナベ　１％５ｍＬ
640431017,7131400A2013,大塚蒸留水　２０ｍＬ
640431018,3231401J6010,ブドウ糖５％液カーミパック　２５０ｍＬ
640431019,3231401J6010,ブドウ糖注「ヒシヤマ」５％　２５０ｍＬ
640431020,3311401H3012,生食液「小林」　５０ｍＬ
640431021,3311401H4019,生食液「小林」　１００ｍＬ
640431022,3311401H5015,カーミパック生理食塩液　２００ｍＬ
640431023,3311401H6011,生理食塩液「ヒシヤマ」　２５０ｍＬ
640431023,3311401H6046,生理食塩液「ヒシヤマ」　２５０ｍＬ
640431024,6331410X1010,乾燥はぶ抗毒素“化血研””　各６，０００単位入（溶解液付）
640431025,6331412X1019,乾燥まむし抗毒素“化血研””””””””　各６，０００単位入（溶解液付）
640431026,1214402A1013,０．５％塩酸メピバカイン注「テイサン」
640431027,1214402A2010,１％塩酸メピバカイン注「テイサン」
640431028,1214402A3016,２％塩酸メピバカイン注「テイサン」
640431033,1214402A8018,１％カンホカイン注　２ｍＬ
640431034,1214402A9014,１％カンホカイン注　５ｍＬ
640431035,1214402H1011,１％カンホカイン注　１０ｍＬ
640431041,2119402A1019,タイアドーパ注射液　１００ｍｇ５ｍＬ
640431042,2190400A3018,２０％　マンニトール注「カワスミ」　３００ｍＬ
640431043,2190400A4014,２０％　マンニトール注「カワスミ」　５００ｍＬ
640431046,2190403D7013,注射用塩酸メクロフェノキサート「ナカノ」２５０ｍｇ
640431046,2190403D7021,注射用塩酸メクロフェノキサート「ナカノ」２５０ｍｇ
640431046,2190403D7030,注射用塩酸メクロフェノキサート「ナカノ」２５０ｍｇ
640431047,3231401H1017,ブドウ糖注２０％「ＣＭＸ」　２０ｍＬ
640431050,3311401A2018,生食注「ＣＭＸ」　２０ｍＬ
640431056,3929400A3017,炭酸水素ナトリウム注７％「イセイ」　２０ｍＬ
640432001,1149400A1030,クリスピン注１号　１００ｍｇ
640432002,2190413F1028,静注用フローラン０．５ｍｇ　（溶解液付）
640432003,2412402D7027,セロスティム注５ｍｇ　（溶解液付）
640432004,4240407A1028,ナベルビン注　１０ｍｇ１ｍＬ
640432005,4240407A2024,ナベルビン注　４０ｍｇ４ｍＬ
640432006,3999413L1025,エポジン注　９，０００国際単位（溶解液付）
640432007,3999413L2021,エポジン注　１２，０００国際単位（溶解液付）
640432008,2190414A1025,エリル注Ｓ　３０．８ｍｇ２ｍＬ
640432009,1214404A1020,オリベスＫ点滴用　１％２００ｍＬ
640432010,3999414G1021,サーカルニンディスポ　１０国際単位０．５ｍＬ
640432011,3999414G1030,サモカルトンディスポ　１０国際単位０．５ｍＬ
640432011,3999414G1048,サモカルトンディスポ　１０国際単位０．５ｍＬ
640432012,7219418G1029,プロスコープ３００シリンジ　６２．３４％１００ｍＬ
640432013,2149400A3020,ペルジピン注射液　２５ｍｇ２５ｍＬ
640432014,3999401G1024,ラスカルトン１０ディスポ　１０エルカトニン単位１ｍＬ
640432015,2499407G1020,リュープリン注射用キット　１．８８ｍｇ
640432016,2499407G2026,リュープリン注射用キット　３．７５ｍｇ
640432017,3929407D1020,アイソボリン注２５ｍｇ
640432018,4224403D1022,ジェムザール注　２００ｍｇ
640432019,4224403D2029,ジェムザール注　１ｇ
640432020,2129407D1022,シンビット注　５０ｍｇ
640432020,2129407D1030,シンビット注　５０ｍｇ
640432021,7290410D1021,レボビスト　２．５ｇ（溶解液付）
640432022,7990500A1028,ミオテクター　１瓶１管
640432023,4240406A2020,タキソール注　１００ｍｇ１６．７ｍＬ
640432023,4240406A2038,タキソール注　１００ｍｇ１６．７ｍＬ
640432025,3999403G1023,注射用リナレスキット　１，０００ｍｇ
640432026,3179517G1027,ビタジェクト　２筒
640432027,4490403A1022,標準化アレルゲン治療エキス「トリイ」スギ花粉　２ｍＬ
640432028,3215401G1026,メディジェクトＣａ０．５モル　０．５モル２０ｍＬ
640432028,3215401G1034,メディジェクトＣａ０．５モル　０．５モル２０ｍＬ
640432029,3231400G7023,メディジェクトＧ　２０％２０ｍＬ
640432029,3231400G7031,メディジェクトＧ２０　２０％２０ｍＬ
640432030,3231400G8020,メディジェクトＧ　４０％２０ｍＬ
640432031,3231400G9026,メディジェクトＧ　５０％２０ｍＬ
640432031,3231400G9034,メディジェクトＧ５０　５０％２０ｍＬ
640432032,3319402G1025,メディジェクトＫ　１モル２０ｍＬ
640432032,3319402G1033,メディジェクトＫ　１モル２０ｍＬ
640432033,3319404G1024,メディジェクトＬ　１モル２０ｍＬ
640432034,1244402G1023,メディジェクトＭｇ　０．５モル２０ｍＬ
640432034,1244402G1031,メディジェクトＭｇ　０．５モル２０ｍＬ
640432035,3319403G2026,メディジェクトＮａ１モル　１モル２０ｍＬ
640432035,3319403G2034,メディジェクトＮａ１モル　１モル２０ｍＬ
640432036,3319403G1020,メディジェクトＮａ１０％　２０ｍＬ
640432036,3319403G1038,メディジェクトＮａ１０％　２０ｍＬ
640432037,3319406G1023,メディジェクトＰ　０．５モル２０ｍＬ
640432037,3319406G1031,メディジェクトＰ　０．５モル２０ｍＬ
640432038,3334405A1022,クリバリン注１０００　（５，０００低分子ヘパリン国際単位）
640432039,3334405A1030,ローモリン注　５，０００低分子ヘパリン国際単位
640433001,3319550A6056,アクチット注　２００ｍＬ
640433002,3229401A1053,アストスＫ注射液　１７．１２％１０ｍＬ
640433002,3229401A1100,アストスＫ注射液　１７．１２％１０ｍＬ
640433003,2149400A2040,アプロバン注射液１０ｍｇ　１０ｍＬ
640433004,2149400A1043,アプロバン注射液２ｍｇ　２ｍＬ
640433005,7219412G6023,イオパミロン３００シリンジ　６１．２４％８０ｍＬ
640433006,7219412G7020,イオパミロン３７０シリンジ　７５．５２％１００ｍＬ
640433007,6123404A1043,イセシン注　２００ｍｇ２ｍＬ
640433008,3299505A6021,イントラリポス２０％　５０ｍＬ
640433009,3319557A3024,ヴィーンＦ注　１Ｌ
640433010,3999405A2050,エストチン注射液　５０，０００単位１ｍＬ
