管理番号,レセ電算名称,レセ電算コード,診療報酬点数表コード（Kコード）,ICD9CMコードの複数対応,ICD9CMコード1,ICD9CMコード2,ICD9CMコード3,ICD9CMコード4,ICD9CMコード5,細分類の有無,9CM用細分類数,9CM用細分類1,9CM用細分類2,9CM用細分類3,9CM用細分類4,9CM用細分類5,9CM用細分類6,9CM用細分類7,9CM用細分類8,9CM用細分類9,9CM用細分類10,9CM用細分類11,9CM用細分類12,9CM用細分類13,9CM用細分類14,9CM用細分類15,r_9CM_Ver,予備項目1,変更区分
36657,胃瘻抜去術,150378110,K665-02-00,,4462,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36658,肝悪性腫瘍マイクロ波凝固法（腹腔鏡）,150378210,K697-02-01,,5029,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36659,肝悪性腫瘍マイクロ波凝固法（その他）,150378310,K697-02-02,,5029,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36660,肝悪性腫瘍ラジオ波焼灼療法（２ｃｍ以内）（腹腔鏡）,150378410,K697-03-01,,5029,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36661,肝悪性腫瘍ラジオ波焼灼療法（２ｃｍ以内）（その他）,150378510,K697-03-01,,5029,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36662,肝悪性腫瘍ラジオ波焼灼療法（２ｃｍを超える）（腹腔鏡）,150378610,K697-03-02,,5029,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36663,肝悪性腫瘍ラジオ波焼灼療法（２ｃｍを超える）（その他）,150378710,K697-03-02,,5029,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36664,内視鏡的膵石除去加算,150378870,K699-02-01,u,-,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36665,腹腔鏡下副腎髄質腫瘍摘出術（褐色細胞腫）,150378910,K755-02-00,,0721,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36666,腹腔鏡下小切開尿管腫瘍摘出術,150379010,K785-02-00,,5641,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36667,腹腔鏡下小切開膀胱腫瘍摘出術,150379110,K802-04-00,,5759,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36668,腹腔鏡下膀胱部分切除術,150379210,K802-05-00,,576,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36669,腹腔鏡下膀胱脱手術,150379310,K802-06-00,,7051,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36670,腹腔鏡下小切開膀胱悪性腫瘍手術,150379410,K803-03-00,p,5759,403.0,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36671,腹腔鏡下尿膜管摘出術,150379510,K804-02-00,,5751,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36672,経尿道的前立腺手術（電解質溶液利用）,150379610,K841-00-01,,6029,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36673,経尿道的前立腺手術（その他）,150379710,K841-00-02,,6029,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36674,腹腔鏡下子宮悪性腫瘍手術（子宮体がん）,150379810,K879-02-00,p,686,403.0,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36675,経皮的卵巣嚢腫内容排除術,150379910,K885-02-00,,6591,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36676,貯血式自己血輸血管理体制加算,150380070,K920-02-04,u,-,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36677,画像等手術支援加算（患者適合型手術支援ガイド）,150380170,K939-00-03,u,-,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36678,自家腸骨片充填加算（内視鏡下鼻・副鼻腔手術２型）,150380370,K340-04-00,u,-,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36679,自家腸骨片充填加算（鼻内前頭洞根治手術）,150380470,K355-00-00,u,-,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36680,胃瘻造設時嚥下機能評価加算,150380510,K939-05-00,u,-,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36681,脊髄誘発電位測定等加算（脳、脊椎、脊髄又は大動脈瘤の手術）,150380670,K930-00-01,u,-,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36682,脊髄誘発電位測定等加算（甲状腺又は副甲状腺の手術）,150380770,K930-00-02,u,-,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36683,静脈麻酔（十分な体制で行われる長時間のもの）（複雑）,150370710,L001-02-03,u,-,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36684,幼児加算（静脈麻酔）,150370870,L001-02-04,u,-,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36685,静脈麻酔実施時間加算（２時間を超えた場合）,150370970,L001-02-05,u,-,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36686,経皮的体温調節療法,150371010,L008-03-00,,9981,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36687,長時間麻酔管理加算,150371170,L009-00-04,u,-,,,,,,,,,,,,,,,,,,,,,,20140401,,3.0
36690,水晶体再建術（水晶体嚢拡張リング・縫着を行っていないもの）,150381050,K282-00-01,,139,,,,,,,,,,,,,,,,,,,,,,20140801,,3
36691,オープンステントグラフト術（上行）（弁置換術又は形成術）,150381150,K560-00-01,p,3522,3950.0,3990.0,,,,,,,,,,,,,,,,,,,,20140801,,3
36692,オープンステントグラフト術（上行）（人工弁置換を伴う基部置換術）,150381250,K560-00-01,p,3522,3845.0,3990.0,,,,,,,,,,,,,,,,,,,,20140801,,3
36693,オープンステントグラフト術（上行）（自己弁温存型基部置換術）,150381350,K560-00-01,p,3522,3845.0,3990.0,,,,,,,,,,,,,,,,,,,,20140801,,3
36694,オープンステントグラフト術（上行）（その他）,150381450,K560-00-01,p,3845,3990.0,,,,,,,,,,,,,,,,,,,,,20140801,,3
36695,オープンステントグラフト術（弓部）,150381550,K560-00-02,p,3845,3990.0,,,,,,,,,,,,,,,,,,,,,20140801,,3
36696,オープンステントグラフト術（上行弓部同時・弁置換術又は形成術）,150381650,K560-00-03,p,3522,3950.0,3990.0,,,,,,,,,,,,,,,,,,,,20140801,,3
36697,オープンステントグラフト術（上行弓部同時・人工弁置換基部置換術）,150381750,K560-00-03,p,3522,3845.0,3990.0,,,,,,,,,,,,,,,,,,,,20140801,,3
36698,オープンステントグラフト術（上行弓部同時・自己弁温存基部置換術）,150381850,K560-00-03,p,3522,3845.0,3990.0,,,,,,,,,,,,,,,,,,,,20140801,,3
36699,オープンステントグラフト術（上行・弓部同時）（その他）,150381950,K560-00-03,p,3845,3990.0,,,,,,,,,,,,,,,,,,,,,20140801,,3
36700,オープンステントグラフト術（下行）,150382050,K560-00-04,p,3845,3990.0,,,,,,,,,,,,,,,,,,,,,20140801,,3
36701,オープンステントグラフト術（胸腹部大動脈）,150382150,K560-00-05,p,3845,3844.0,3990.0,,,,,,,,,,,,,,,,,,,,20140801,,3
36702,オープンステントグラフト術（腹部大動脈（分枝血管の再建））,150382250,K560-00-06,p,3844,3971.0,,,,,,,,,,,,,,,,,,,,,20140801,,3
36703,オープンステントグラフト術（腹部大動脈（その他））,150382350,K560-00-07,p,3844,3971.0,,,,,,,,,,,,,,,,,,,,,20140801,,3
30366,汎光凝固術,150248350,K276-00-02,p,1425,1435.0,1455.0,,,,,,,,,,,,,,,,,,,,19990630,,
33326,屈指症手術（骨関節、腱の形成を要する）,150057510,K103-00-02,p,8289,7849.0,8172.0,,,,,,,,,,,,,,,,,,,,20020228,,
33328,斜指症手術（骨関節、腱の形成を要する）,150057810,K103-00-02,p,8289,7849.0,8172.0,,,,,,,,,,,,,,,,,,,,20020228,,
32415,子宮脱手術（腟壁裂創縫合術、子宮筋腫摘出（核出）術（腟式））,150215550,K872-00-02,p,7050,6829.0,,,,,,,,,,,,,,,,,,,,,20140501,,
34195,下咽頭悪性腫瘍手術（頸部、胸部、腹部等の操作による再建を含む）,150108210,K395-00-00,p,303,294.0,403.0,,,,,,,,,,,,,,,,,,,,20030401,,
30783,胸壁悪性腫瘍摘出術（胸壁形成手術を併施）,150123810,K484-00-01,p,344,3479.0,403.0,,,,,,,,,,,,,,,,,,,,20020228,,
30933,心筋損傷、心嚢、横隔膜の縫合、胃腹腔内還納等の手術,150130350,K511-00-02,p,374,3482.0,5499.0,,,,,,,,,,,,,,,,,,,,20020228,,
30748,一次的胸郭形成手術、肺尖剥離、空洞切開術及び空洞縫縮術,150131450,K516-00-00,p,3334,3339.0,331.0,,,,,,,,,,,,,,,,,,,,20020228,,
31444,迷走神経切断術、幽門形成術及び胃瘻造設術（十二指腸潰瘍）,150170550,K659-00-03,p,4400,4429.0,4319.0,,,,,,,,,,,,,,,,,,,,20020228,,
31744,肛門悪性腫瘍手術（直腸切断を伴うもの）,150264010,K748-00-02,p,496,485.0,403.0,,,,,,,,,,,,,,,,,,,,20020228,,
32121,尿道悪性腫瘍摘出術（尿路変更を行う場合）,150246510,K817-00-03,p,5839,5671.0,403.0,,,,,,,,,,,,,,,,,,,,20020228,,
35732,左心低形成症候群手術（ノルウッド手術）（１歳以上）,150293010,K587-00-00,p,3699,390.0,3921.0,,,,,,,,,,,,,,,,,,,,20060401,,
35760,先天性胆管拡張症に対する手術（胃切除、総胆管切除等併施）,150306650,K674-00-00,p,5139,4399.0,5163.0,,,,,,,,,,,,,,,,,,,,20060401,,
36050,胆嚢悪性腫瘍手術（肝切除（葉以上）を伴う）,150324010,K675-00-03,p,5122,503.0,403.0,,,,,,,,,,,,,,,,,,,,20060401,,
36051,胆嚢悪性腫瘍手術（膵頭十二指腸切除を伴う）,150324110,K675-00-04,p,5122,5251.0,403.0,,,,,,,,,,,,,,,,,,,,20060401,,
36052,胆嚢悪性腫瘍手術（膵頭十二指腸切除及び肝切除（葉以上）を伴う）,150324210,K675-00-05,p,5122,503.0,5251.0,403.0,,,,,,,,,,,,,,,,,,,20060401,,
30494,鼻甲介切除術（高周波電気凝固法）,150344610,K338-00-01,p,2161,2169.0,,,,,,,,,,,,,,,,,,,,,20100630,,
30519,上顎洞篩骨洞蝶形洞根治手術,150101910,K361-00-00,p,2231,2263.0,2264.0,,,,,,,,,,,,,,,,,,,,20100630,,
30518,上顎洞篩骨洞前頭洞根治手術,150102110,K362-00-00,p,2231,2263.0,2242.0,,,,,,,,,,,,,,,,,,,,20100630,,
30527,前頭洞篩骨洞蝶形洞根治手術,150102210,K363-00-00,p,2242,2263.0,2264.0,,,,,,,,,,,,,,,,,,,,20100630,,
34439,腸閉塞症手術（結腸切除術）（結腸半側切除）,150180850,K719-00-02,u,-,,,,,1.0,2.0,31573.0,31556.0,,,,,,,,,,,,,,20140501,,
36447,肺悪性腫瘍手術（気管支形成を伴う肺切除）,150358310,K514-00-06,p,325,3348.0,403.0,,,,,,,,,,,,,,,,,,,,20120401,,
36504,腹腔鏡下腸瘻、虫垂瘻造設術,150364010,K725-02-00,p,461,462.0,4791.0,,,,,,,,,,,,,,,,,,,,20120401,,
36511,腹腔鏡下副腎悪性腫瘍手術,150364710,K756-02-00,p,0721,73.0,403.0,,,,,,,,,,,,,,,,,,,,20120401,,
31997,腎部分切除術（腎空洞切開術・腎盂尿管移行部形成術併施）,150197750,K769-00-00,p,5501,5502.0,5587.0,,,,,,,,,,,,,,,,,,,,20120401,,
35620,大動脈瘤切除術（上行）（弁置換術又は形成術）,150244910,K560-00-01,p,3864,3522.0,3958.0,,,1.0,1.0,35619.0,,,,,,,,,,,,,,,20120401,,
32080,膀胱悪性腫瘍手術（全摘（尿管Ｓ状結腸吻合利用で尿路変更を行う））,150245910,K803-00-03,p,5779,5671.0,403.0,,,,,,,,,,,,,,,,,,,,20120401,,
32078,膀胱悪性腫瘍手術（全摘（代用膀胱利用で尿路変更を行う））,150246110,K803-00-05,p,5779,5787.0,403.0,,,,,,,,,,,,,,,,,,,,20120401,,
36621,肺悪性腫瘍手術（胸膜肺全摘）,150374510,K514-00-09,p,325,3459.0,403.0,,,,,,,,,,,,,,,,,,,,20140401,,
36688,経皮的脳血管ステント留置術,150380850,K178-02-00,,3990,,,,,,,,,,,,,,,,,,,,,,20140801,,3
36689,水晶体再建術（水晶体嚢拡張リング・縫着を行ったもの）,150380950,K282-00-01,,139,,,,,,,,,,,,,,,,,,,,,,20140801,,3
36704,施設基準不適合減算（手術）（１００分の８０）,150382490,K000-00-00,u,-,,,,,,,,,,,,,,,,,,,,,,20150320,,3
36705,気管支熱形成術（気管支サーモプラスティ）,150382550,K508-00-00,,3398,,,,,,,,,,,,,,,,,,,,,,20150413,,3
36706,小児用補助人工心臓装着術（初日）,150382650,K603-00-01,,3961,,,,,,,,,,,,,,,,,,,,,,20150812,,3
36707,小児用補助人工心臓装着術（２日目以降３０日目まで）,150382750,K603-00-02,,3961,,,,,,,,,,,,,,,,,,,,,,20150812,,3
36708,小児用補助人工心臓装着術（３１日目以降）,150382850,K603-00-03,,3961,,,,,,,,,,,,,,,,,,,,,,20150812,,3
36709,食道悪性腫瘍レーザー焼灼術,150382950,K522-02-00,,4239,,,,,,,,,,,,,,,,,,,,,,20151013,,3
36710,一酸化窒素吸入療法（心臓手術の周術期における肺高血圧の場合）,140055650,J045-02-00,,9393,,,,,,,,,,,,,,,,,,,,,,20151019,,3
36351,一酸化窒素吸入療法,140051750,J045-02-00,,9393,,,,,,,,,,,,,,,,,,,,,,20151019,,5
36711,髄腔内持続注入用植込型ポンプ設置術（慢性難治性疼痛除去又は軽減）,150383050,K190-03-00,,0390,,,,,,,,,,,,,,,,,,,,,,20151112,,3
36712,髄腔内持続注入用植込型ポンプ交換術（慢性難治性疼痛除去又は軽減）,150383150,K190-04-00,,0393,,,,,,,,,,,,,,,,,,,,,,20151112,,3
36713,植込型除細動器移植術（皮下植込型電極併用）,150383250,K174-00-02,,3794,,,,,,,,,,,,,,,,,,,,,,20151112,,3
35936,重症痙性麻痺治療薬髄腔内持続注入用植込型ポンプ設置術,150315310,K190-03-00,,0390,,,,,,,,,,,,,,,,,,,,,,20151112,,5
35937,重症痙性麻痺治療薬髄腔内持続注入用植込型ポンプ交換術,150315410,K190-04-00,,0393,,,,,,,,,,,,,,,,,,,,,,20151112,,5
31213,造血幹細胞採取（骨髄採取）（同種移植）,150247210,K921-00-01,,4191,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
33553,皮膚、皮下腫瘍摘出術（露出部以外）（長径６ｃｍ以上１２ｃｍ未満）,150272510,K006-00-03,,863,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
31514,内視鏡的大腸ポリープ・粘膜切除術（長径２ｃｍ以上）,150183410,K721-00-02,,4542,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
31515,内視鏡的大腸ポリープ・粘膜切除術（長径２ｃｍ未満）,150285010,K721-00-01,p,4543,403.0,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
31846,膵体尾部腫瘍切除術（膵尾部切除術）（脾同時切除）,150178110,K702-00-01,,5252,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
32565,顎関節授動術（開放授動術）,150262410,K446-00-03,p,7662,8049.0,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
32566,顎関節授動術（顎関節鏡下授動術）,150262310,K446-00-02,,8049,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
32567,顎関節授動術（徒手的授動術）（パンピングを併用）,150262210,K446-00-01,,7695,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
32910,骨盤骨折観血的手術（腸骨翼及び寛骨臼骨折観血的手術を除く）,150060910,K125-00-00,,7929,,,,,1.0,1.0,32936.0,,,,,,,,,,,,,,,20160401,,5.0
34480,副腎悪性腫瘍手術,150192810,K756-00-00,u,-,,,,,1.0,5.0,30244.0,30234.0,30237.0,30243.0,30228.0,,,,,,,,,,,20160401,,5.0
34525,時間外特例医療機関加算２（イに該当を除く）（処置）,140000490,J000-00-00,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
34572,補助循環加算（人工心肺）,150147770,K601-00-03,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
34573,選択的冠灌流加算（人工心肺）,150147870,K601-00-03,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
34591,時間外特例医療機関加算（麻酔）,150232090,L000-00-00,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
34668,選択的脳灌流加算（人工心肺）,150275870,K601-00-04,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35083,骨移植術（軟骨移植術を含む、自家骨移植）,150295010,K059-00-01,p,7800,7770.0,,,,1.0,9.0,35086.0,35088.0,35085.0,35089.0,35087.0,35090.0,35091.0,35084.0,35092.0,,,,,,,20160401,,5.0
35159,６歳未満乳幼児加算（処置）（１１０）,140031870,J000-00-00,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35279,骨移植術（軟骨移植術を含む、同種骨移植、生体）,150031710,K059-00-02,p,7800,7770.0,,,,1.0,9.0,35280.0,35281.0,35282.0,35283.0,35284.0,35285.0,35286.0,35287.0,35288.0,,,,,,,20160401,,5.0
35409,胸腹裂孔ヘルニア手術（経胸）,150137210,K535-00-01,,5380,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35410,胸腹裂孔ヘルニア手術（経腹）,150137310,K535-00-01,,537,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35411,胸腹裂孔ヘルニア手術（経胸及び経腹）,150137410,K535-00-02,,5380,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35414,大血管転位症手術（心室中隔欠損閉鎖術を伴う）,150139510,K583-00-03,,3542,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35421,大血管転位症手術（マスタード・セニング手術）,150142510,K583-00-01,,3591,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35428,大血管転位症手術（ジャテーン手術）,150145310,K583-00-02,,3584,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35439,単心室症手術（心室中隔造成術）,150146710,K586-00-03,,3572,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35441,大血管転位症手術（ラステリ手術を伴う）,150147010,K583-00-04,,3584,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35472,先天性胆道閉鎖症手術,150174810,K684-00-00,,5137,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35490,鎖肛手術（仙骨会陰式）,150191510,K751-00-03,,480,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35491,鎖肛手術（腹会陰式）,150191610,K751-00-04,,480,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35492,鎖肛手術（腹仙骨式）,150191710,K751-00-04,,480,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35504,腎（尿管）悪性腫瘍手術,150195210,K773-00-00,u,-,,,,,1.0,7.0,35497.0,35498.0,35499.0,35500.0,35501.0,35502.0,35503.0,,,,,,,,,20160401,,5.0
35689,下顎完全埋伏智歯（骨性）又は下顎水平埋伏智歯加算,150275070,K404-00-06,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35692,仙尾部奇形腫手術,150277910,K751-02-00,,4904,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35732,左心低形成症候群手術（ノルウッド手術）,150293010,K587-00-00,p,3699,390.0,3921.0,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35774,３歳未満乳幼児加算（処置）（１１０）,140049170,J000-00-00,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35776,６歳未満乳幼児加算（処置）（８３）,140049370,J000-00-00,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
35777,３歳未満乳幼児加算（処置）（５５）,140049470,J000-00-00,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36021,三尖弁閉鎖症手術（心室中隔造成術）,150321710,K586-00-03,,3594,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36075,腹腔鏡下前立腺悪性腫瘍手術,150326510,K843-02-00,p,605,403.0,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36128,骨移植術（移植用骨採取のみ、自家骨移植、棘突起）,150305950,K126-00-01,,7779,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36129,骨移植術（移植用骨採取のみ、自家骨移植、腸骨翼）,150306050,K126-00-01,,7779,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36130,骨移植術（移植用骨採取のみ、自家骨移植、その他）,150306150,K126-00-02,,7770,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36205,抗悪性腫瘍剤腹腔内持続注入用植込型カテーテル設置（開腹）,130010350,K611-00-01,p,5497,8607.0,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36226,腹腔鏡下小切開前立腺悪性腫瘍手術,150338810,K843-03-00,p,605,403.0,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36289,肩腱板断裂手術（簡単）,150343710,K080-03-01,,8363,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36290,関節鏡下肩腱板断裂手術（簡単）,150343810,K080-04-01,,8363,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36322,逆行性冠灌流加算（人工心肺）,150347170,K601-00-03,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36334,膵体尾部腫瘍切除術（膵尾部切除術）（脾温存）,150348410,K702-00-01,,5252,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36345,造血幹細胞採取（骨髄採取）（自家移植）,150349510,K921-00-01,,4198,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36346,造血幹細胞採取（末梢血幹細胞採取）（同種移植）,150349610,K921-00-02,,9979,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36347,造血幹細胞採取（末梢血幹細胞採取）（自家移植）,150349710,K921-00-02,,9979,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36351,一酸化窒素吸入療法（新生児低酸素性呼吸不全）,140051750,J045-02-01,,9393,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36362,骨移植術（移植用骨採取のみ、同種骨移植、生体、棘突起）,150341750,K126-00-01,,7779,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36363,骨移植術（移植用骨採取のみ、同種骨移植、生体、腸骨翼）,150341850,K126-00-01,,7779,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36364,骨移植術（移植用骨採取のみ、同種骨移植、生体、その他）,150341950,K126-00-02,,7770,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36408,肩腱板断裂手術（複雑）,150354210,K080-03-02,,8363,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36409,関節鏡下肩腱板断裂手術（複雑）,150354310,K080-04-02,,8363,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36469,血管移植術、バイパス移植術（下腿、足部動脈）,150360510,K614-00-05,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36481,腹腔鏡下大網、腸間膜、後腹膜腫瘍摘出術,150361710,K642-02-00,,544,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36490,肝切除術（部分切除）,150362610,K695-00-01,,5022,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36491,肝切除術（亜区域切除）,150362710,K695-00-02,,5022,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36492,肝切除術（外側区域切除）,150362810,K695-00-03,,5022,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36493,肝切除術（１区域切除（外側区域切除を除く））,150362910,K695-00-04,,5022,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36494,肝切除術（２区域切除）,150363010,K695-00-05,,5022,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36495,肝切除術（３区域切除以上）,150363110,K695-00-06,,5022,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36496,肝切除術（２区域切除以上で血行再建）,150363210,K695-00-07,,5022,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36588,時間外特例医療機関加算１（１０００点以上）（処置）,140055590,J000-00-00,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36685,静脈麻酔実施時間加算（２時間超）,150370970,L001-02-05,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36695,オープン型ステントグラフト内挿術（弓部）,150381550,K560-02-01,p,3845,3990.0,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36696,オープン型ステントグラフト内挿術（上行・弓部同時、弁置換・形成）,150381650,K560-02-02,p,3522,3950.0,3990.0,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36697,オープン型ステントグラフト内挿術（上行・弓部同時、弁・基部置換）,150381750,K560-02-02,p,3522,3845.0,3990.0,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36698,オープン型ステントグラフト内挿術（上行・弓部同時、弁温存置換術）,150381850,K560-02-02,p,3522,3845.0,3990.0,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36699,オープン型ステントグラフト内挿術（上行・弓部同時、その他）,150381950,K560-02-02,p,3845,3990.0,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36700,オープン型ステントグラフト内挿術（下行）,150382050,K560-02-03,p,3845,3990.0,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36705,気管支熱形成術,150382550,K508-03-00,,3398,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36706,小児補助人工心臓（初日）,150382650,K603-02-01,,3961,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36707,小児補助人工心臓（２日目以降３０日目まで）,150382750,K603-02-02,,3961,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36708,小児補助人工心臓（３１日目以降）,150382850,K603-02-03,,3961,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36709,内視鏡的食道悪性腫瘍光線力学療法,150382950,K526-04-00,,4239,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36710,一酸化窒素吸入療法（その他）,140055650,J045-02-02,,9393,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36711,脊髄刺激装置植込術（３２極ジェネレーター）,150383050,K190-00-02,,0390,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36712,脊髄刺激装置交換術（３２極ジェネレーター）,150383150,K190-02-02,,0393,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36713,植込型除細動器移植術（皮下植込型リード）,150383250,K599-00-02,,3794,,,,,,,,,,,,,,,,,,,,,,20160401,,5.0
36714,硬膜外自家血注入,140055710,J007-02-00,,0395,,,,,,,,,,,,,,,,,,,,,,20160401,,3.0
36715,ハイフローセラピー,140055810,J026-04-00,,9396,,,,,,,,,,,,,,,,,,,,,,20160401,,3.0
36716,下肢末梢動脈疾患指導管理加算,140055970,J038-00-04,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,3.0
36717,人工膵臓療法,140056010,J043-06-00,,9917,,,,,,,,,,,,,,,,,,,,,,20160401,,3.0
36718,一酸化窒素ガス加算（新生児低酸素性呼吸不全）,140056170,J045-02-01,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,3.0
36719,一酸化窒素ガス加算（その他）,140056270,J045-02-02,u,-,,,,,,,,,,,,,,,,,,,,,,20160401,,3.0
36720,薬物放出子宮内システム処置（挿入術）,140056310,J082-02-01,,6991,,,,,,,,,,,,,,,,,,,,,,20160401,,3.0
36721,薬物放出子宮内システム処置（除去術）,140056410,J082-02-02,,9779,,,,,,,,,,,,,,,,,,,,,,20160401,,3.0
36722,排痰誘発法,140056510,J115-02-00,,9399,,,,,,,,,,,,,,,,,,,,,,20160401,,3.0
36723,酵素注射療法,140056610,J116-05-00,,8192,,,,,,,,,,,,,,,,,,,,,,20160401,,3.0
